municipio,IDHM,IDHM Renda,IDHM Longevidade,IDHM Educacao,cod_municipio,cod_estado,estado
Nonoai,"0,702","0,703","0,833","0,591",4312708,43,RS
Nova Esperança do Sul,"0,735","0,723","0,848","0,647",4313037,43,RS
Nova Hartz,"0,689","0,694","0,836","0,563",4313060,43,RS
Nova Pádua,"0,761","0,762","0,852","0,678",4313086,43,RS
Santo Antônio do Palma,"0,764","0,787","0,853","0,665",4317558,43,RS
Santo Antônio da Patrulha,"0,717","0,718","0,866","0,594",4317608,43,RS
Portão,"0,713","0,725","0,856","0,584",4314803,43,RS
Porto Lucena,"0,693","0,700","0,827","0,575",4315008,43,RS
São Miguel das Missões,"0,667","0,674","0,821","0,537",4319158,43,RS
São Nicolau,"0,645","0,658","0,778","0,523",4319208,43,RS
São Paulo das Missões,"0,692","0,688","0,825","0,584",4319307,43,RS
São Pedro da Serra,"0,739","0,748","0,851","0,634",4319356,43,RS
Maquiné,"0,682","0,695","0,880","0,519",4311775,43,RS
Maratá,"0,697","0,729","0,862","0,540",4311791,43,RS
Marau,"0,774","0,773","0,857","0,699",4311809,43,RS
Marcelino Ramos,"0,724","0,735","0,834","0,618",4311908,43,RS
Aceguá,"0,687","0,703","0,852","0,541",4300034,43,RS
Água Santa,"0,750","0,840","0,850","0,590",4300059,43,RS
Dezesseis de Novembro,"0,654","0,625","0,809","0,553",4306353,43,RS
Dois Irmãos,"0,743","0,763","0,848","0,633",4306403,43,RS
Montenegro,"0,755","0,761","0,866","0,654",4312401,43,RS
Mormaço,"0,714","0,735","0,860","0,576",4312427,43,RS
Morro Redondo,"0,702","0,719","0,864","0,557",4312450,43,RS
São Valentim do Sul,"0,764","0,776","0,848","0,677",4319711,43,RS
Relvado,"0,731","0,765","0,868","0,588",4315453,43,RS
São José dos Ausentes,"0,663","0,674","0,801","0,541",4318622,43,RS
São Leopoldo,"0,739","0,766","0,861","0,612",4318705,43,RS
São Lourenço do Sul,"0,687","0,722","0,849","0,528",4318804,43,RS
São Luiz Gonzaga,"0,741","0,718","0,855","0,664",4318903,43,RS
São Marcos,"0,768","0,775","0,855","0,683",4319000,43,RS
Itapuca,"0,664","0,709","0,834","0,495",4310579,43,RS
São José do Inhacorá,"0,747","0,723","0,822","0,702",4318499,43,RS
Roque Gonzales,"0,688","0,687","0,843","0,563",4316303,43,RS
Rosário do Sul,"0,699","0,705","0,841","0,576",4316402,43,RS
Sagrada Família,"0,678","0,669","0,782","0,596",4316428,43,RS
Saldanha Marinho,"0,762","0,745","0,841","0,706",4316436,43,RS
Itaqui,"0,713","0,687","0,843","0,626",4310603,43,RS
Vale do Sol,"0,624","0,681","0,813","0,439",4322533,43,RS
Vale Real,"0,737","0,739","0,850","0,636",4322541,43,RS
Vanini,"0,757","0,736","0,836","0,704",4322558,43,RS
Arvorezinha,"0,694","0,713","0,817","0,575",4301404,43,RS
Augusto Pestana,"0,743","0,779","0,847","0,621",4301503,43,RS
Bagé,"0,740","0,739","0,848","0,647",4301602,43,RS
Barão,"0,748","0,767","0,836","0,652",4301651,43,RS
Barão de Cotegipe,"0,719","0,745","0,842","0,593",4301701,43,RS
Barão do Triunfo,"0,610","0,645","0,821","0,428",4301750,43,RS
Barra do Guarita,"0,734","0,696","0,845","0,672",4301859,43,RS
Aratiba,"0,772","0,801","0,856","0,670",4300901,43,RS
Alpestre,"0,671","0,700","0,795","0,543",4300505,43,RS
Boa Vista do Buricá,"0,762","0,761","0,834","0,697",4302204,43,RS
Alto Feliz,"0,734","0,740","0,886","0,603",4300570,43,RS
Alvorada,"0,708","0,677","0,843","0,623",4300604,43,RS
Ametista do Sul,"0,682","0,697","0,809","0,562",4300646,43,RS
André da Rocha,"0,720","0,738","0,837","0,605",4300661,43,RS
Anta Gorda,"0,740","0,742","0,868","0,630",4300703,43,RS
Antônio Prado,"0,758","0,777","0,835","0,671",4300802,43,RS
Arambaré,"0,691","0,694","0,833","0,570",4300851,43,RS
Araricá,"0,679","0,696","0,824","0,547",4300877,43,RS
Alto Alegre,"0,747","0,756","0,859","0,642",4300554,43,RS
Formigueiro,"0,682","0,690","0,838","0,549",4308409,43,RS
Forquetinha,"0,683","0,743","0,886","0,484",4308433,43,RS
Fortaleza dos Valos,"0,756","0,779","0,837","0,663",4308458,43,RS
Erval Grande,"0,681","0,713","0,885","0,501",4307203,43,RS
Erval Seco,"0,685","0,666","0,821","0,589",4307302,43,RS
Esmeralda,"0,680","0,669","0,827","0,569",4307401,43,RS
Espumoso,"0,765","0,747","0,884","0,677",4307500,43,RS
Cidreira,"0,729","0,730","0,848","0,625",4305454,43,RS
Condor,"0,747","0,735","0,852","0,666",4305702,43,RS
Constantina,"0,754","0,726","0,885","0,668",4305801,43,RS
Ciríaco,"0,719","0,724","0,855","0,600",4305504,43,RS
Colinas,"0,765","0,786","0,840","0,678",4305587,43,RS
Colorado,"0,758","0,775","0,835","0,674",4305603,43,RS
Arroio do Sal,"0,740","0,740","0,844","0,649",4301057,43,RS
Arroio do Meio,"0,769","0,750","0,860","0,706",4301008,43,RS
Casca,"0,785","0,778","0,847","0,733",4304903,43,RS
Caseiros,"0,703","0,696","0,833","0,600",4304952,43,RS
Catuípe,"0,739","0,763","0,842","0,627",4305009,43,RS
Caxias do Sul,"0,782","0,812","0,860","0,686",4305108,43,RS
Cerrito,"0,649","0,657","0,824","0,504",4305124,43,RS
Chuí,"0,706","0,676","0,792","0,658",4305439,43,RS
Caibaté,"0,719","0,709","0,857","0,611",4303301,43,RS
Camaquã,"0,697","0,715","0,819","0,578",4303509,43,RS
Camargo,"0,736","0,762","0,854","0,612",4303558,43,RS
Cambará do Sul,"0,697","0,705","0,838","0,574",4303608,43,RS
Campestre da Serra,"0,706","0,713","0,886","0,557",4303673,43,RS
Bom Retiro do Sul,"0,739","0,725","0,857","0,649",4302402,43,RS
Boqueirão do Leão,"0,700","0,725","0,843","0,562",4302451,43,RS
Bossoroca,"0,692","0,665","0,821","0,608",4302501,43,RS
Bozano,"0,745","0,773","0,853","0,628",4302584,43,RS
Boa Vista do Incra,"0,731","0,703","0,867","0,641",4302238,43,RS
Boa Vista do Sul,"0,728","0,770","0,852","0,587",4302253,43,RS
Bom Jesus,"0,718","0,740","0,827","0,606",4302303,43,RS
Campina das Missões,"0,738","0,698","0,849","0,677",4303707,43,RS
Campo Bom,"0,745","0,755","0,852","0,643",4303905,43,RS
Campos Borges,"0,708","0,704","0,819","0,616",4304101,43,RS
Barra Funda,"0,763","0,731","0,856","0,710",4301958,43,RS
Barros Cassal,"0,650","0,690","0,795","0,500",4302006,43,RS
Benjamin Constant do Sul,"0,619","0,601","0,801","0,492",4302055,43,RS
Bento Gonçalves,"0,778","0,805","0,842","0,695",4302105,43,RS
Boa Vista das Missões,"0,676","0,666","0,825","0,561",4302154,43,RS
Candelária,"0,674","0,699","0,842","0,521",4304200,43,RS
Candiota,"0,698","0,704","0,860","0,562",4304358,43,RS
Canela,"0,748","0,738","0,849","0,667",4304408,43,RS
Canguçu,"0,650","0,683","0,819","0,491",4304507,43,RS
Capão Bonito do Sul,"0,637","0,654","0,779","0,507",4304622,43,RS
Horizontina,"0,783","0,782","0,858","0,716",4309605,43,RS
Hulha Negra,"0,643","0,653","0,796","0,512",4309654,43,RS
Ilópolis,"0,730","0,756","0,866","0,595",4310306,43,RS
Amaral Ferrador,"0,624","0,664","0,802","0,457",4300638,43,RS
Flores da Cunha,"0,754","0,786","0,849","0,642",4308201,43,RS
Charqueadas,"0,747","0,726","0,870","0,659",4305355,43,RS
Boa Vista do Cadeado,"0,703","0,692","0,851","0,590",4302220,43,RS
Brochier,"0,699","0,723","0,851","0,554",4302659,43,RS
Butiá,"0,689","0,691","0,848","0,558",4302709,43,RS
Caçapava do Sul,"0,704","0,699","0,855","0,585",4302808,43,RS
Cacequi,"0,700","0,680","0,807","0,626",4302907,43,RS
Cachoeira do Sul,"0,742","0,739","0,854","0,648",4303004,43,RS
Cachoeirinha,"0,757","0,749","0,857","0,675",4303103,43,RS
Cacique Doble,"0,662","0,677","0,810","0,528",4303202,43,RS
Imbé,"0,764","0,825","0,847","0,638",4310330,43,RS
Inhacorá,"0,673","0,647","0,807","0,585",4310413,43,RS
Ipê,"0,728","0,751","0,831","0,618",4310439,43,RS
Arroio dos Ratos,"0,698","0,700","0,833","0,583",4301107,43,RS
Arroio do Tigre,"0,707","0,708","0,848","0,589",4301206,43,RS
Eugênio de Castro,"0,712","0,697","0,885","0,584",4307831,43,RS
Fagundes Varela,"0,763","0,773","0,852","0,674",4307864,43,RS
Coqueiros do Sul,"0,746","0,806","0,840","0,614",4305850,43,RS
Coronel Barros,"0,744","0,793","0,852","0,610",4305871,43,RS
Farroupilha,"0,777","0,783","0,861","0,696",4307906,43,RS
Floriano Peixoto,"0,663","0,701","0,854","0,486",4308250,43,RS
Fontoura Xavier,"0,661","0,668","0,812","0,532",4308300,43,RS
Chuvisca,"0,616","0,655","0,818","0,437",4305447,43,RS
Estação,"0,753","0,752","0,843","0,674",4307559,43,RS
Estância Velha,"0,757","0,749","0,887","0,652",4307609,43,RS
Estrela,"0,767","0,776","0,850","0,684",4307807,43,RS
Estrela Velha,"0,679","0,707","0,792","0,560",4307815,43,RS
Pinhal da Serra,"0,650","0,641","0,835","0,513",4314464,43,RS
Barra do Ribeiro,"0,670","0,691","0,822","0,529",4301909,43,RS
Capão da Canoa,"0,743","0,756","0,852","0,637",4304630,43,RS
Capão do Cipó,"0,672","0,639","0,860","0,552",4304655,43,RS
Capão do Leão,"0,637","0,662","0,814","0,480",4304663,43,RS
Tio Hugo,"0,742","0,709","0,845","0,682",4321469,43,RS
Victor Graeff,"0,777","0,774","0,840","0,722",4323200,43,RS
Harmonia,"0,749","0,748","0,841","0,668",4309555,43,RS
Herveiras,"0,616","0,670","0,792","0,441",4309571,43,RS
Erebango,"0,712","0,689","0,837","0,626",4306973,43,RS
Erechim,"0,776","0,782","0,833","0,716",4307005,43,RS
Ernestina,"0,716","0,703","0,854","0,612",4307054,43,RS
Gramado,"0,764","0,783","0,861","0,662",4309100,43,RS
Frederico Westphalen,"0,760","0,754","0,846","0,688",4308508,43,RS
Garibaldi,"0,786","0,825","0,856","0,688",4308607,43,RS
Garruchos,"0,671","0,657","0,833","0,553",4308656,43,RS
Guaíba,"0,730","0,732","0,833","0,639",4309308,43,RS
Porto Xavier,"0,723","0,687","0,876","0,628",4315107,43,RS
Lajeado,"0,778","0,796","0,840","0,704",4311403,43,RS
Lajeado do Bugre,"0,613","0,604","0,822","0,465",4311429,43,RS
Lavras do Sul,"0,699","0,683","0,868","0,577",4311502,43,RS
Liberato Salzano,"0,685","0,680","0,810","0,583",4311601,43,RS
Lindolfo Collor,"0,712","0,712","0,842","0,601",4311627,43,RS
Linha Nova,"0,749","0,751","0,846","0,662",4311643,43,RS
Machadinho,"0,692","0,711","0,807","0,577",4311700,43,RS
Maçambará,"0,684","0,664","0,832","0,580",4311718,43,RS
Dom Feliciano,"0,587","0,633","0,818","0,390",4306502,43,RS
Dom Pedro de Alcântara,"0,691","0,697","0,820","0,577",4306551,43,RS
Dom Pedrito,"0,708","0,715","0,848","0,585",4306601,43,RS
Cruzeiro do Sul,"0,723","0,746","0,833","0,607",4306205,43,RS
David Canabarro,"0,762","0,740","0,870","0,688",4306304,43,RS
Coronel Pilar,"0,727","0,766","0,835","0,600",4305934,43,RS
Cotiporã,"0,741","0,767","0,835","0,636",4305959,43,RS
Coxilha,"0,706","0,693","0,866","0,586",4305975,43,RS
Crissiumal,"0,712","0,702","0,835","0,616",4306007,43,RS
Cristal,"0,644","0,687","0,826","0,471",4306056,43,RS
Sertão,"0,751","0,746","0,837","0,678",4320503,43,RS
Sertão Santana,"0,689","0,737","0,832","0,534",4320552,43,RS
Sete de Setembro,"0,683","0,682","0,810","0,577",4320578,43,RS
Mariana Pimentel,"0,701","0,701","0,866","0,568",4311981,43,RS
Marques de Souza,"0,687","0,743","0,849","0,515",4312054,43,RS
Mato Castelhano,"0,727","0,752","0,839","0,608",4312138,43,RS
Mato Leitão,"0,746","0,721","0,853","0,676",4312153,43,RS
Paim Filho,"0,706","0,725","0,870","0,558",4313607,43,RS
Guaporé,"0,765","0,781","0,837","0,685",4309407,43,RS
Guarani das Missões,"0,737","0,698","0,863","0,665",4309506,43,RS
Dois Lajeados,"0,757","0,775","0,837","0,670",4306452,43,RS
Senador Salgado Filho,"0,693","0,701","0,817","0,581",4320321,43,RS
Sentinela do Sul,"0,671","0,671","0,826","0,545",4320354,43,RS
Serafina Corrêa,"0,760","0,755","0,843","0,690",4320404,43,RS
Sério,"0,652","0,695","0,847","0,471",4320453,43,RS
Dona Francisca,"0,697","0,718","0,831","0,568",4306700,43,RS
Doutor Ricardo,"0,724","0,749","0,855","0,593",4306759,43,RS
Gaurama,"0,738","0,733","0,852","0,643",4308706,43,RS
General Câmara,"0,686","0,704","0,832","0,552",4308805,43,RS
Gentil,"0,733","0,710","0,863","0,643",4308854,43,RS
Mato Queimado,"0,717","0,702","0,870","0,603",4312179,43,RS
Minas do Leão,"0,681","0,743","0,826","0,514",4312252,43,RS
Montauri,"0,764","0,790","0,852","0,662",4312351,43,RS
Monte Alegre dos Campos,"0,650","0,667","0,822","0,501",4312377,43,RS
Gramado Xavier,"0,634","0,681","0,792","0,473",4309159,43,RS
Gravataí,"0,736","0,727","0,862","0,636",4309209,43,RS
Santa Margarida do Sul,"0,663","0,691","0,870","0,484",4316972,43,RS
Santa Tereza,"0,746","0,765","0,853","0,637",4317251,43,RS
Barra do Quaraí,"0,662","0,659","0,802","0,548",4301875,43,RS
Derrubadas,"0,707","0,664","0,846","0,628",4306320,43,RS
Dilermando de Aguiar,"0,648","0,681","0,864","0,463",4306379,43,RS
Dois Irmãos das Missões,"0,670","0,646","0,797","0,585",4306429,43,RS
Cerro Grande,"0,674","0,676","0,803","0,563",4305157,43,RS
Imigrante,"0,743","0,764","0,844","0,635",4310363,43,RS
Maximiliano de Almeida,"0,699","0,699","0,825","0,591",4312203,43,RS
Miraguaí,"0,725","0,744","0,837","0,613",4312302,43,RS
Monte Belo do Sul,"0,752","0,752","0,852","0,663",4312385,43,RS
Vila Flores,"0,742","0,725","0,867","0,650",4323309,43,RS
São Vicente do Sul,"0,685","0,698","0,831","0,553",4319802,43,RS
Sapiranga,"0,711","0,722","0,832","0,598",4319901,43,RS
Sapucaia do Sul,"0,726","0,726","0,844","0,624",4320008,43,RS
Cerro Branco,"0,661","0,671","0,816","0,527",4305132,43,RS
Cerro Grande do Sul,"0,660","0,673","0,855","0,499",4305173,43,RS
Cerro Largo,"0,764","0,752","0,849","0,698",4305207,43,RS
Chapada,"0,757","0,752","0,849","0,679",4305306,43,RS
Vila Lângaro,"0,705","0,759","0,839","0,551",4323358,43,RS
Vila Maria,"0,761","0,791","0,839","0,664",4323408,43,RS
Vista Alegre do Prata,"0,780","0,809","0,847","0,692",4323606,43,RS
Carlos Barbosa,"0,796","0,835","0,835","0,724",4304804,43,RS
Guabiju,"0,758","0,831","0,857","0,612",4309258,43,RS
Capivari do Sul,"0,766","0,805","0,836","0,668",4304671,43,RS
Capela de Santana,"0,661","0,675","0,816","0,525",4304689,43,RS
Carazinho,"0,766","0,756","0,840","0,707",4304705,43,RS
Caraá,"0,652","0,661","0,830","0,505",4304713,43,RS
Tenente Portela,"0,708","0,709","0,830","0,603",4321402,43,RS
Terra de Areia,"0,689","0,699","0,829","0,565",4321436,43,RS
Teutônia,"0,747","0,751","0,855","0,650",4321451,43,RS
Sarandi,"0,777","0,776","0,858","0,705",4320107,43,RS
Seberi,"0,723","0,706","0,865","0,620",4320206,43,RS
Sede Nova,"0,712","0,751","0,886","0,543",4320230,43,RS
Segredo,"0,659","0,673","0,811","0,525",4320263,43,RS
Selbach,"0,777","0,785","0,841","0,710",4320305,43,RS
Campinas do Sul,"0,760","0,753","0,842","0,691",4303806,43,RS
Campo Novo,"0,703","0,677","0,866","0,593",4304002,43,RS
Santa Cruz do Sul,"0,773","0,782","0,852","0,693",4316808,43,RS
Osório,"0,751","0,769","0,853","0,646",4313508,43,RS
Novo Barreiro,"0,706","0,734","0,808","0,594",4313490,43,RS
Novo Machado,"0,663","0,674","0,796","0,543",4313425,43,RS
Novo Tiradentes,"0,676","0,679","0,805","0,566",4313441,43,RS
Paraíso do Sul,"0,676","0,692","0,831","0,537",4314027,43,RS
Jaguari,"0,712","0,734","0,866","0,567",4311106,43,RS
Poço das Antas,"0,744","0,742","0,877","0,634",4314753,43,RS
Ponte Preta,"0,725","0,727","0,874","0,600",4314787,43,RS
Morrinhos do Sul,"0,711","0,720","0,842","0,593",4312443,43,RS
Nova Palma,"0,744","0,762","0,841","0,643",4313102,43,RS
Silveira Martins,"0,742","0,744","0,852","0,644",4320651,43,RS
Taquaruçu do Sul,"0,739","0,768","0,830","0,633",4321329,43,RS
Tiradentes do Sul,"0,689","0,705","0,815","0,569",4321477,43,RS
Vicente Dutra,"0,638","0,656","0,809","0,489",4323101,43,RS
Mampituba,"0,649","0,650","0,813","0,517",4311734,43,RS
Manoel Viana,"0,655","0,686","0,766","0,534",4311759,43,RS
Pinhal,"0,720","0,701","0,852","0,624",4314456,43,RS
Pinhal Grande,"0,678","0,672","0,804","0,577",4314472,43,RS
Pinheirinho do Vale,"0,710","0,713","0,828","0,607",4314498,43,RS
Unistalda,"0,649","0,626","0,804","0,542",4322376,43,RS
Quatro Irmãos,"0,689","0,695","0,833","0,565",4315313,43,RS
Quevedos,"0,665","0,667","0,824","0,534",4315321,43,RS
Redentora,"0,631","0,606","0,792","0,523",4315404,43,RS
Paulo Bento,"0,710","0,730","0,858","0,571",4314134,43,RS
Bom Progresso,"0,723","0,700","0,840","0,643",4302378,43,RS
Chiapetta,"0,732","0,702","0,850","0,657",4305405,43,RS
Travesseiro,"0,701","0,735","0,839","0,559",4321626,43,RS
Três Arroios,"0,791","0,843","0,851","0,689",4321634,43,RS
Palmares do Sul,"0,715","0,725","0,852","0,592",4313656,43,RS
Herval,"0,687","0,730","0,843","0,527",4307104,43,RS
Gramado dos Loureiros,"0,685","0,662","0,832","0,584",4309126,43,RS
Independência,"0,693","0,711","0,813","0,576",4310405,43,RS
Engenho Velho,"0,717","0,735","0,821","0,611",4306924,43,RS
Coqueiro Baixo,"0,692","0,703","0,886","0,532",4305835,43,RS
Cruzaltense,"0,719","0,724","0,849","0,605",4306130,43,RS
Jari,"0,631","0,636","0,836","0,473",4311130,43,RS
Lagoa Bonita do Sul,"0,670","0,696","0,801","0,539",4311239,43,RS
Tupanci do Sul,"0,694","0,688","0,818","0,595",4322186,43,RS
Coronel Bicaco,"0,665","0,667","0,803","0,550",4305900,43,RS
Doutor Maurício Cardoso,"0,706","0,707","0,840","0,593",4306734,43,RS
Nova Boa Vista,"0,768","0,764","0,836","0,708",4312955,43,RS
Nova Candelária,"0,759","0,794","0,856","0,643",4313011,43,RS
Alegria,"0,695","0,717","0,818","0,572",4300455,43,RS
Esperança do Sul,"0,661","0,665","0,788","0,550",4307450,43,RS
Charrua,"0,620","0,699","0,885","0,385",4305371,43,RS
Áurea,"0,707","0,715","0,841","0,588",4301552,43,RS
Balneário Pinhal,"0,696","0,710","0,836","0,567",4301636,43,RS
Barracão,"0,710","0,711","0,885","0,568",4301800,43,RS
Arroio do Padre,"0,669","0,756","0,860","0,461",4301073,43,RS
Vila Nova do Sul,"0,662","0,645","0,827","0,544",4323457,43,RS
Vista Alegre,"0,739","0,760","0,842","0,631",4323507,43,RS
Toropi,"0,683","0,680","0,822","0,569",4321493,43,RS
Centenário,"0,701","0,707","0,856","0,569",4305116,43,RS
Vale Verde,"0,646","0,666","0,816","0,497",4322525,43,RS
São João do Polêsine,"0,748","0,748","0,847","0,661",4318432,43,RS
São José das Missões,"0,651","0,652","0,782","0,542",4318457,43,RS
Rio dos Índios,"0,656","0,645","0,804","0,545",4315552,43,RS
Salto do Jacuí,"0,687","0,693","0,837","0,558",4316451,43,RS
Ivorá,"0,724","0,712","0,886","0,602",4310751,43,RS
São Vendelino,"0,754","0,743","0,852","0,677",4319752,43,RS
Braga,"0,674","0,656","0,830","0,563",4302600,43,RS
Caiçara,"0,699","0,721","0,817","0,580",4303400,43,RS
Ibiaçá,"0,739","0,766","0,888","0,593",4309803,43,RS
Capitão,"0,746","0,747","0,842","0,661",4304697,43,RS
Paraí,"0,773","0,787","0,866","0,679",4314001,43,RS
Agudo,"0,694","0,752","0,847","0,524",4300109,43,RS
Ajuricaba,"0,753","0,763","0,850","0,658",4300208,43,RS
Alegrete,"0,740","0,720","0,849","0,664",4300406,43,RS
Almirante Tamandaré do Sul,"0,740","0,732","0,828","0,669",4300471,43,RS
Ibarama,"0,652","0,686","0,792","0,511",4309753,43,RS
Eldorado do Sul,"0,717","0,717","0,844","0,609",4306767,43,RS
Encantado,"0,767","0,764","0,858","0,687",4306809,43,RS
Encruzilhada do Sul,"0,657","0,677","0,875","0,478",4306908,43,RS
Entre-Ijuís,"0,680","0,692","0,829","0,548",4306932,43,RS
Entre Rios do Sul,"0,703","0,709","0,857","0,572",4306957,43,RS
Ipiranga do Sul,"0,791","0,818","0,866","0,698",4310462,43,RS
Itaara,"0,760","0,761","0,841","0,687",4310538,43,RS
Itacurubi,"0,657","0,692","0,804","0,509",4310553,43,RS
Ibiraiaras,"0,724","0,739","0,835","0,615",4309902,43,RS
Triunfo,"0,733","0,717","0,873","0,629",4322004,43,RS
Palmeira das Missões,"0,737","0,722","0,831","0,667",4313706,43,RS
Palmitinho,"0,720","0,707","0,836","0,632",4313805,43,RS
Panambi,"0,761","0,752","0,848","0,691",4313904,43,RS
Pantano Grande,"0,661","0,676","0,816","0,524",4313953,43,RS
Itatiba do Sul,"0,681","0,696","0,801","0,567",4310702,43,RS
Santo Antônio das Missões,"0,686","0,672","0,835","0,576",4317707,43,RS
Santo Antônio do Planalto,"0,759","0,701","0,885","0,705",4317756,43,RS
Ivoti,"0,784","0,780","0,848","0,729",4310801,43,RS
Jaboticaba,"0,658","0,636","0,820","0,547",4310850,43,RS
Venâncio Aires,"0,712","0,736","0,818","0,600",4322608,43,RS
Vera Cruz,"0,754","0,722","0,830","0,715",4322707,43,RS
Vista Gaúcha,"0,757","0,774","0,839","0,669",4323705,43,RS
Vitória das Missões,"0,655","0,659","0,809","0,526",4323754,43,RS
Itati,"0,669","0,692","0,827","0,524",4310652,43,RS
Jacuizinho,"0,662","0,730","0,817","0,487",4310876,43,RS
São Sebastião do Caí,"0,739","0,734","0,852","0,646",4319505,43,RS
São Sepé,"0,708","0,708","0,871","0,576",4319604,43,RS
Severiano de Almeida,"0,752","0,738","0,861","0,670",4320602,43,RS
São Pedro do Butiá,"0,763","0,760","0,843","0,694",4319372,43,RS
Passo do Sobrado,"0,698","0,726","0,851","0,551",4314076,43,RS
Paverama,"0,683","0,701","0,840","0,541",4314159,43,RS
Pedras Altas,"0,640","0,647","0,820","0,493",4314175,43,RS
Pedro Osório,"0,678","0,683","0,829","0,551",4314209,43,RS
Pejuçara,"0,741","0,724","0,867","0,648",4314308,43,RS
Tramandaí,"0,719","0,727","0,842","0,606",4321600,43,RS
Veranópolis,"0,773","0,797","0,838","0,692",4322806,43,RS
São Valentim,"0,720","0,745","0,820","0,612",4319703,43,RS
Viadutos,"0,702","0,715","0,864","0,561",4322905,43,RS
Viamão,"0,717","0,720","0,866","0,591",4323002,43,RS
São Pedro do Sul,"0,709","0,698","0,824","0,619",4319406,43,RS
Torres,"0,762","0,750","0,862","0,685",4321501,43,RS
